Source,Predicate,Target
http://example.org/fraud#User_U007,http://example.org/fraud#email,tyleranna@hotmail.com
http://example.org/fraud#Device_D063,http://example.org/fraud#deviceType,Laptop
http://example.org/fraud#Device_D049,http://example.org/fraud#deviceOS,Windows
http://example.org/fraud#Transaction_T019,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A096
http://example.org/fraud#Device_D081,http://example.org/fraud#deviceType,Laptop
http://example.org/fraud#Device_D068,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#Device_D076,http://example.org/fraud#lastUsedTimestamp,2025-01-07 15:13:25
http://example.org/fraud#User_U055,http://example.org/fraud#ipAddress,10.154.150.187
http://example.org/fraud#Transaction_T067,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M017
http://example.org/fraud#Transaction_T043,http://example.org/fraud#amount,2615.78
http://example.org/fraud#Transaction_T089,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#User_U046,http://example.org/fraud#email,monicacontreras@brooks.com
http://example.org/fraud#User_U098,http://example.org/fraud#ipAddress,10.104.8.245
http://example.org/fraud#Transaction_T030,http://example.org/fraud#timestamp,2025-01-12 05:05:45
http://example.org/fraud#Transaction_T078,http://example.org/fraud#timestamp,2025-01-07 20:01:35
http://example.org/fraud#User_U037,http://example.org/fraud#dateJoined,2025-01-19T00:00:00
http://example.org/fraud#User_U070,http://example.org/fraud#ipAddress,192.168.85.96
http://example.org/fraud#User_U068,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#User_U098,http://example.org/fraud#name,Noah Mendoza
http://example.org/fraud#Device_D011,http://example.org/fraud#geolocation,"25.6623, -157.956"
http://example.org/fraud#Merchant_M016,http://example.org/fraud#category,E-Commerce
http://example.org/fraud#Transaction_T005,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#Account_A092,http://example.org/fraud#ownedBy,http://example.org/fraud#User_U092
http://example.org/fraud#Account_A076,http://example.org/fraud#accountStatus,Inactive
http://example.org/fraud#Account_A021,http://example.org/fraud#balance,196.44
http://example.org/fraud#Transaction_T063,http://example.org/fraud#location,Cummingsside
http://example.org/fraud#Transaction_T011,http://example.org/fraud#location,Wattsstad
http://example.org/fraud#Device_D080,http://example.org/fraud#deviceOS,Windows
http://example.org/fraud#Transaction_T038,http://example.org/fraud#amount,3329.53
http://example.org/fraud#User_U021,http://example.org/fraud#phone,9117728396
http://example.org/fraud#Device_D066,http://example.org/fraud#deviceType,Tablet
http://example.org/fraud#Device_D040,http://example.org/fraud#lastUsedTimestamp,2025-01-14 06:06:23
http://example.org/fraud#User_U096,http://example.org/fraud#email,johnsondanielle@trujillo.com
http://example.org/fraud#Account_A003,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#User_U054,http://example.org/fraud#dateJoined,2025-01-29T00:00:00
http://example.org/fraud#User_U058,http://example.org/fraud#ipAddress,192.168.56.140
http://example.org/fraud#User_U053,http://example.org/fraud#email,hpowell@young-price.com
http://example.org/fraud#User_U027,http://example.org/fraud#email,susan17@yahoo.com
http://example.org/fraud#User_U035,http://example.org/fraud#dateJoined,2025-02-10T00:00:00
http://example.org/fraud#Transaction_T050,http://example.org/fraud#timestamp,2025-02-03 14:54:15
http://example.org/fraud#Transaction_T079,http://example.org/fraud#amount,23.84
http://example.org/fraud#Transaction_T038,http://example.org/fraud#transactionType,Debit
http://example.org/fraud#User_U041,http://example.org/fraud#address,"USNV Lam, FPO AP 30689"
http://example.org/fraud#Merchant_M009,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Merchant
http://example.org/fraud#Transaction_T057,http://example.org/fraud#location,South Kristen
http://example.org/fraud#Account_A048,http://example.org/fraud#balance,4681.89
http://example.org/fraud#Device_D016,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#Account_A064,http://example.org/fraud#balance,5581.05
http://example.org/fraud#Device_D057,http://example.org/fraud#lastUsedTimestamp,2025-01-21 10:29:37
http://example.org/fraud#Transaction_T026,http://example.org/fraud#amount,1273.79
http://example.org/fraud#Transaction_T056,http://example.org/fraud#location,Jenkinston
http://example.org/fraud#Account_A039,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#User_U036,http://example.org/fraud#name,Scott Jenkins
http://example.org/fraud#Device_D069,http://example.org/fraud#lastUsedTimestamp,2025-02-08 18:37:50
http://example.org/fraud#Transaction_T007,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A097
http://example.org/fraud#Merchant_M020,http://example.org/fraud#location,Lake John
http://example.org/fraud#Device_D001,http://example.org/fraud#geolocation,"-68.9008, 69.1939"
http://example.org/fraud#Device_D072,http://example.org/fraud#lastUsedTimestamp,2025-01-08 17:27:44
http://example.org/fraud#User_U024,http://example.org/fraud#name,Emily Grant
http://example.org/fraud#Device_D090,http://example.org/fraud#geolocation,"61.0118, 95.6497"
http://example.org/fraud#User_U056,http://example.org/fraud#phone,696.490.4372
http://example.org/fraud#Account_A089,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Account_A077,http://example.org/fraud#accountStatus,Active
http://example.org/fraud#User_U080,http://example.org/fraud#email,brownryan@day-martinez.net
http://example.org/fraud#Device_D023,http://example.org/fraud#geolocation,"-42.2289, -138.2433"
http://example.org/fraud#User_U098,http://example.org/fraud#dateJoined,2025-02-04T00:00:00
http://example.org/fraud#User_U091,http://example.org/fraud#ipAddress,192.168.83.216
http://example.org/fraud#User_U079,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#User_U042,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Account_A043,http://example.org/fraud#balance,4840.88
http://example.org/fraud#Device_D092,http://example.org/fraud#deviceOS,Windows
http://example.org/fraud#Transaction_T058,http://example.org/fraud#location,Perkinsland
http://example.org/fraud#Account_A095,http://example.org/fraud#accountType,Checking
http://example.org/fraud#User_U054,http://example.org/fraud#email,rhodeseric@young-stafford.com
http://example.org/fraud#User_U022,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Account_A007,http://example.org/fraud#ownedBy,http://example.org/fraud#User_U007
http://example.org/fraud#Transaction_T072,http://example.org/fraud#amount,4664.53
http://example.org/fraud#Device_D066,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#Merchant_M010,http://example.org/fraud#name,Gonzalez-Martin
http://example.org/fraud#Account_A061,http://example.org/fraud#balance,2139.87
http://example.org/fraud#Device_D012,http://example.org/fraud#lastUsedTimestamp,2025-02-04 04:30:58
http://example.org/fraud#Account_A011,http://example.org/fraud#ownedBy,http://example.org/fraud#User_U011
http://example.org/fraud#Device_D094,http://example.org/fraud#geolocation,"48.9981, -22.8553"
http://example.org/fraud#Transaction_T098,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A030
http://example.org/fraud#User_U078,http://example.org/fraud#email,samantha60@hotmail.com
http://example.org/fraud#User_U057,http://example.org/fraud#name,Travis Ortega
http://example.org/fraud#Transaction_T046,http://example.org/fraud#timestamp,2025-01-10 23:02:30
http://example.org/fraud#Transaction_T085,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M015
http://example.org/fraud#Account_A045,http://example.org/fraud#balance,5194.98
http://example.org/fraud#Device_D028,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#Account_A051,http://example.org/fraud#accountType,Checking
http://example.org/fraud#Device_D050,http://example.org/fraud#deviceOS,Windows
http://example.org/fraud#User_U059,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Device_D070,http://example.org/fraud#deviceOS,macOS
http://example.org/fraud#Device_D042,http://example.org/fraud#deviceOS,Windows
http://example.org/fraud#Account_A041,http://example.org/fraud#accountStatus,Inactive
http://example.org/fraud#Account_A057,http://example.org/fraud#balance,5949.96
http://example.org/fraud#User_U019,http://example.org/fraud#ipAddress,172.28.0.188
http://example.org/fraud#User_U088,http://example.org/fraud#ipAddress,192.168.171.93
http://example.org/fraud#Transaction_T011,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M014
http://example.org/fraud#Device_D048,http://example.org/fraud#geolocation,"59.1781, 146.9989"
http://example.org/fraud#Transaction_T015,http://example.org/fraud#location,Timothyhaven
http://example.org/fraud#User_U080,http://example.org/fraud#phone,916-461-6028x0565
http://example.org/fraud#Device_D033,http://example.org/fraud#lastUsedTimestamp,2025-01-14 07:41:50
http://example.org/fraud#Account_A044,http://example.org/fraud#accountStatus,Inactive
http://example.org/fraud#Transaction_T019,http://example.org/fraud#timestamp,2025-01-11 01:28:31
http://example.org/fraud#Account_A059,http://example.org/fraud#ownedBy,http://example.org/fraud#User_U059
http://example.org/fraud#Device_D069,http://example.org/fraud#deviceOS,macOS
http://example.org/fraud#Transaction_T013,http://example.org/fraud#amount,4154.07
http://example.org/fraud#User_U050,http://example.org/fraud#name,Ryan Long
http://example.org/fraud#User_U066,http://example.org/fraud#ipAddress,10.121.6.137
http://example.org/fraud#Account_A076,http://example.org/fraud#balance,4342.99
http://example.org/fraud#Transaction_T068,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A007
http://example.org/fraud#Merchant_M016,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Merchant
http://example.org/fraud#Device_D015,http://example.org/fraud#geolocation,"-51.3659, -125.8095"
http://example.org/fraud#Transaction_T067,http://example.org/fraud#transactionType,Credit
http://example.org/fraud#User_U001,http://example.org/fraud#name,Keith Parker
http://example.org/fraud#Transaction_T015,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A098
http://example.org/fraud#Device_D036,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#User_U033,http://example.org/fraud#ipAddress,10.237.76.227
http://example.org/fraud#Account_A080,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Transaction_T021,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M005
http://example.org/fraud#Device_D078,http://example.org/fraud#lastUsedTimestamp,2025-02-05 01:04:03
http://example.org/fraud#Transaction_T014,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M006
http://example.org/fraud#Account_A037,http://example.org/fraud#ownedBy,http://example.org/fraud#User_U037
http://example.org/fraud#Account_A090,http://example.org/fraud#balance,3268.56
http://example.org/fraud#User_U038,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#User_U083,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Account_A089,http://example.org/fraud#accountType,Savings
http://example.org/fraud#Device_D085,http://example.org/fraud#deviceOS,Android
http://example.org/fraud#Device_D044,http://example.org/fraud#lastUsedTimestamp,2025-01-11 10:50:46
http://example.org/fraud#Transaction_T010,http://example.org/fraud#transactionType,Debit
http://example.org/fraud#Merchant_M011,http://example.org/fraud#name,Chavez Group
http://example.org/fraud#User_U002,http://example.org/fraud#dateJoined,2025-01-26T00:00:00
http://example.org/fraud#Account_A027,http://example.org/fraud#accountType,Checking
http://example.org/fraud#User_U009,http://example.org/fraud#ipAddress,172.16.29.118
http://example.org/fraud#Device_D062,http://example.org/fraud#deviceOS,macOS
http://example.org/fraud#User_U001,http://example.org/fraud#ipAddress,172.24.111.245
http://example.org/fraud#User_U065,http://example.org/fraud#dateJoined,2025-01-15T00:00:00
http://example.org/fraud#User_U071,http://example.org/fraud#address,"8960 Graham Valleys Apt. 512, South Jeremyview, MT 57237"
http://example.org/fraud#Merchant_M009,http://example.org/fraud#location,Cassandrahaven
http://example.org/fraud#Transaction_T036,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M004
http://example.org/fraud#Device_D075,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#Transaction_T062,http://example.org/fraud#location,Juliefort
http://example.org/fraud#Device_D067,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#User_U063,http://example.org/fraud#address,"7660 Veronica Landing, Foxview, PA 38970"
http://example.org/fraud#Account_A053,http://example.org/fraud#ownedBy,http://example.org/fraud#User_U053
http://example.org/fraud#Transaction_T091,http://example.org/fraud#transactionType,Debit
http://example.org/fraud#Transaction_T042,http://example.org/fraud#transactionType,Credit
http://example.org/fraud#Transaction_T073,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M019
http://example.org/fraud#Transaction_T098,http://example.org/fraud#transactionType,Debit
http://example.org/fraud#Device_D006,http://example.org/fraud#deviceOS,Windows
http://example.org/fraud#User_U052,http://example.org/fraud#dateJoined,2025-01-09T00:00:00
http://example.org/fraud#User_U059,http://example.org/fraud#ipAddress,10.14.174.76
http://example.org/fraud#User_U021,http://example.org/fraud#dateJoined,2025-01-21T00:00:00
http://example.org/fraud#User_U017,http://example.org/fraud#address,"468 Daisy Turnpike Suite 516, Stacymouth, OH 63392"
http://example.org/fraud#Device_D043,http://example.org/fraud#geolocation,"2.3628, -124.3835"
http://example.org/fraud#Merchant_M013,http://example.org/fraud#category,Fashion
http://example.org/fraud#Device_D041,http://example.org/fraud#deviceOS,iOS
http://example.org/fraud#Transaction_T007,http://example.org/fraud#amount,4101.24
http://example.org/fraud#Transaction_T011,http://example.org/fraud#amount,4380.38
http://example.org/fraud#Account_A005,http://example.org/fraud#accountType,Checking
http://example.org/fraud#Account_A072,http://example.org/fraud#accountType,Checking
http://example.org/fraud#Account_A086,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Device_D049,http://example.org/fraud#geolocation,"-19.3265, -167.0298"
http://example.org/fraud#Transaction_T059,http://example.org/fraud#timestamp,2025-02-02 23:36:59
http://example.org/fraud#Account_A052,http://example.org/fraud#accountStatus,Active
http://example.org/fraud#Device_D030,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#User_U093,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Device_D012,http://example.org/fraud#deviceType,Smartphone
http://example.org/fraud#User_U054,http://example.org/fraud#name,Donna Moore
http://example.org/fraud#Device_D068,http://example.org/fraud#deviceOS,Windows
http://example.org/fraud#Transaction_T048,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M003
http://example.org/fraud#Device_D021,http://example.org/fraud#deviceType,Smartphone
http://example.org/fraud#Device_D088,http://example.org/fraud#lastUsedTimestamp,2025-01-18 23:33:00
http://example.org/fraud#Transaction_T056,http://example.org/fraud#timestamp,2025-01-07 22:44:40
http://example.org/fraud#User_U028,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Transaction_T033,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M017
http://example.org/fraud#Transaction_T032,http://example.org/fraud#amount,3664.86
http://example.org/fraud#Account_A017,http://example.org/fraud#accountStatus,Inactive
http://example.org/fraud#Transaction_T012,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#Transaction_T083,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M018
http://example.org/fraud#Device_D088,http://example.org/fraud#deviceOS,macOS
http://example.org/fraud#User_U027,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Device_D072,http://example.org/fraud#geolocation,"57.8526, 153.1513"
http://example.org/fraud#Transaction_T037,http://example.org/fraud#transactionType,Credit
http://example.org/fraud#User_U044,http://example.org/fraud#ipAddress,172.21.225.157
http://example.org/fraud#User_U088,http://example.org/fraud#name,James Adams
http://example.org/fraud#Transaction_T075,http://example.org/fraud#timestamp,2025-01-23 08:28:04
http://example.org/fraud#User_U099,http://example.org/fraud#phone,946-138-8203
http://example.org/fraud#User_U037,http://example.org/fraud#name,Ryan Robinson
http://example.org/fraud#Transaction_T060,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M019
http://example.org/fraud#User_U075,http://example.org/fraud#dateJoined,2025-01-10T00:00:00
http://example.org/fraud#User_U024,http://example.org/fraud#email,selena63@torres.org
http://example.org/fraud#Account_A073,http://example.org/fraud#accountType,Savings
http://example.org/fraud#User_U067,http://example.org/fraud#phone,001-941-398-1439x87638
http://example.org/fraud#Transaction_T067,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A060
http://example.org/fraud#Device_D097,http://example.org/fraud#geolocation,"56.2776, 178.9741"
http://example.org/fraud#Transaction_T037,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M002
http://example.org/fraud#Transaction_T050,http://example.org/fraud#transactionType,Credit
http://example.org/fraud#User_U065,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Device_D033,http://example.org/fraud#geolocation,"-12.6748, 141.7037"
http://example.org/fraud#Transaction_T049,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M004
http://example.org/fraud#Account_A041,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Merchant_M005,http://example.org/fraud#location,Lake Linda
http://example.org/fraud#Device_D073,http://example.org/fraud#lastUsedTimestamp,2025-01-02 15:45:02
http://example.org/fraud#Account_A016,http://example.org/fraud#ownedBy,http://example.org/fraud#User_U016
http://example.org/fraud#Account_A079,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Transaction_T042,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#User_U090,http://example.org/fraud#ipAddress,192.168.252.152
http://example.org/fraud#Transaction_T007,http://example.org/fraud#location,South Mariaburgh
http://example.org/fraud#User_U100,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#User_U033,http://example.org/fraud#dateJoined,2025-01-06T00:00:00
http://example.org/fraud#User_U044,http://example.org/fraud#phone,314-753-0639
http://example.org/fraud#Account_A053,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Transaction_T093,http://example.org/fraud#transactionType,Debit
http://example.org/fraud#Transaction_T079,http://example.org/fraud#transactionType,Credit
http://example.org/fraud#Transaction_T001,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#Transaction_T072,http://example.org/fraud#location,Jenniferville
http://example.org/fraud#Account_A016,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Account_A094,http://example.org/fraud#accountStatus,Active
http://example.org/fraud#User_U083,http://example.org/fraud#dateJoined,2025-02-03T00:00:00
http://example.org/fraud#Device_D007,http://example.org/fraud#deviceOS,macOS
http://example.org/fraud#Device_D043,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#Account_A051,http://example.org/fraud#balance,9428.3
http://example.org/fraud#Account_A039,http://example.org/fraud#balance,8488.35
http://example.org/fraud#Device_D084,http://example.org/fraud#geolocation,"86.1768, 30.0645"
http://example.org/fraud#Device_D037,http://example.org/fraud#lastUsedTimestamp,2025-01-05 02:12:40
http://example.org/fraud#Transaction_T061,http://example.org/fraud#transactionType,Credit
http://example.org/fraud#User_U080,http://example.org/fraud#ipAddress,10.203.101.60
http://example.org/fraud#User_U092,http://example.org/fraud#phone,(179)174-1601
http://example.org/fraud#Transaction_T095,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A049
http://example.org/fraud#Transaction_T096,http://example.org/fraud#amount,4068.7
http://example.org/fraud#Account_A029,http://example.org/fraud#ownedBy,http://example.org/fraud#User_U029
http://example.org/fraud#Transaction_T081,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A099
http://example.org/fraud#Transaction_T027,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A047
http://example.org/fraud#Account_A056,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#User_U023,http://example.org/fraud#phone,8059777584
http://example.org/fraud#Transaction_T022,http://example.org/fraud#location,Bautistaville
http://example.org/fraud#Device_D007,http://example.org/fraud#geolocation,"-8.4689, 107.3461"
http://example.org/fraud#Transaction_T006,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#User_U006,http://example.org/fraud#name,Ruben Brown
http://example.org/fraud#User_U094,http://example.org/fraud#phone,(307)686-5720x5979
http://example.org/fraud#Device_D036,http://example.org/fraud#deviceType,Laptop
http://example.org/fraud#Account_A091,http://example.org/fraud#accountType,Checking
http://example.org/fraud#Transaction_T024,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A018
http://example.org/fraud#Device_D004,http://example.org/fraud#geolocation,"14.4743, -38.777"
http://example.org/fraud#User_U010,http://example.org/fraud#address,"771 Thomas Falls, Kelliburgh, AL 16194"
http://example.org/fraud#Transaction_T075,http://example.org/fraud#amount,252.77
http://example.org/fraud#Transaction_T087,http://example.org/fraud#transactionType,Credit
http://example.org/fraud#Device_D003,http://example.org/fraud#geolocation,"80.9834, 18.7455"
http://example.org/fraud#Account_A066,http://example.org/fraud#accountType,Savings
http://example.org/fraud#Transaction_T076,http://example.org/fraud#location,Acevedoville
http://example.org/fraud#User_U012,http://example.org/fraud#phone,787.171.0443x27916
http://example.org/fraud#Transaction_T010,http://example.org/fraud#amount,1286.63
http://example.org/fraud#User_U010,http://example.org/fraud#ipAddress,192.168.81.27
http://example.org/fraud#User_U029,http://example.org/fraud#ipAddress,192.168.132.34
http://example.org/fraud#Account_A010,http://example.org/fraud#accountStatus,Active
http://example.org/fraud#Account_A097,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Account_A091,http://example.org/fraud#balance,7366.04
http://example.org/fraud#User_U049,http://example.org/fraud#address,"71248 Brewer Underpass Apt. 162, Port Gregory, MO 05934"
http://example.org/fraud#Account_A075,http://example.org/fraud#accountType,Savings
http://example.org/fraud#User_U064,http://example.org/fraud#email,floreskathryn@gmail.com
http://example.org/fraud#Account_A062,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Account_A042,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Transaction_T052,http://example.org/fraud#location,Lake Ryanchester
http://example.org/fraud#Transaction_T058,http://example.org/fraud#timestamp,2025-01-28 12:10:30
http://example.org/fraud#Transaction_T054,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M006
http://example.org/fraud#Device_D032,http://example.org/fraud#deviceType,Tablet
http://example.org/fraud#Transaction_T050,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#Transaction_T050,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A022
http://example.org/fraud#User_U032,http://example.org/fraud#dateJoined,2025-01-26T00:00:00
http://example.org/fraud#Transaction_T006,http://example.org/fraud#amount,3125.66
http://example.org/fraud#User_U011,http://example.org/fraud#address,"450 Gutierrez Drive Apt. 358, New Katelyn, MA 45225"
http://example.org/fraud#Transaction_T090,http://example.org/fraud#location,Johnsonbury
http://example.org/fraud#Device_D052,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Device
http://example.org/fraud#User_U075,http://example.org/fraud#phone,922-505-4742
http://example.org/fraud#User_U064,http://example.org/fraud#phone,812.447.7986
http://example.org/fraud#User_U052,http://example.org/fraud#ipAddress,192.168.97.200
http://example.org/fraud#Device_D067,http://example.org/fraud#deviceType,Laptop
http://example.org/fraud#User_U005,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#User
http://example.org/fraud#Account_A008,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Account
http://example.org/fraud#Transaction_T038,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M019
http://example.org/fraud#Transaction_T025,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A036
http://example.org/fraud#User_U085,http://example.org/fraud#ipAddress,10.14.199.203
http://example.org/fraud#Transaction_T051,http://example.org/fraud#amount,4704.87
http://example.org/fraud#Account_A007,http://example.org/fraud#accountType,Checking
http://example.org/fraud#Transaction_T001,http://example.org/fraud#location,South Sarah
http://example.org/fraud#Transaction_T029,http://example.org/fraud#transactionType,Debit
http://example.org/fraud#User_U088,http://example.org/fraud#phone,635-768-2015
http://example.org/fraud#User_U079,http://example.org/fraud#phone,(847)019-9593
http://example.org/fraud#Account_A023,http://example.org/fraud#accountStatus,Active
http://example.org/fraud#Account_A058,http://example.org/fraud#accountStatus,Active
http://example.org/fraud#Transaction_T022,http://example.org/fraud#timestamp,2025-01-13 16:54:48
http://example.org/fraud#Device_D091,http://example.org/fraud#deviceOS,Android
http://example.org/fraud#Device_D039,http://example.org/fraud#deviceType,Laptop
http://example.org/fraud#Transaction_T061,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#Transaction_T080,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#Transaction_T005,http://example.org/fraud#atMerchant,http://example.org/fraud#Merchant_M015
http://example.org/fraud#Device_D089,http://example.org/fraud#geolocation,"-31.0574, 98.4546"
http://example.org/fraud#Transaction_T024,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/fraud#Transaction
http://example.org/fraud#User_U031,http://example.org/fraud#address,"35247 William Valleys, Johnfurt, RI 25298"
http://example.org/fraud#User_U084,http://example.org/fraud#email,monica96@yahoo.com
http://example.org/fraud#User_U025,http://example.org/fraud#address,"1733 Williams Square Suite 977, North Scott, MO 17577"
http://example.org/fraud#Device_D023,http://example.org/fraud#deviceOS,Android
http://example.org/fraud#Account_A079,http://example.org/fraud#balance,4368.13
http://example.org/fraud#Transaction_T008,http://example.org/fraud#amount,1409.48
http://example.org/fraud#Device_D093,http://example.org/fraud#deviceOS,Android
http://example.org/fraud#Device_D088,http://example.org/fraud#geolocation,"17.7388, 175.017"
http://example.org/fraud#Transaction_T086,http://example.org/fraud#amount,3196.1
http://example.org/fraud#Transaction_T063,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A021
http://example.org/fraud#User_U041,http://example.org/fraud#email,lisasanford@russell-dunn.com
http://example.org/fraud#Transaction_T010,http://example.org/fraud#onAccount,http://example.org/fraud#Account_A052
http://example.org/fraud#Merchant_M016,http://example.org/fraud#name,"Ray, Greer and Rodriguez"
http://example.org/fraud#Account_A077,http://example.org/fraud#balance,4740.54
http://example.org/fraud#Device_D011,http://example.org/fraud#deviceType,Laptop
http://example.org/fraud#Transaction_T081,http://example.org/fraud#timestamp,2025-02-09 21:01:46
http://example.org/fraud#User_U064,http://example.org/fraud#ipAddress,192.168.131.180
http://example.org/fraud#Device_D013,http://example.org/fraud#lastUsedTimestamp,2025-02-07 01:31:10
http://example.org/fraud#Account_A011,http://example.org/fraud#balance,5422.42
http://example.org/fraud#Account_A096,http://example.org/fraud#balance,2700.64
